GeneID;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;threshold_padj;Overexpressed;Underexpressed
AT2G40670;13,92147149;-1,512756459;0,580634453;-2,605350839;0,009178023;0,0329453;TRUE;FALSE;TRUE
AT4G15350;9,351782878;1,938594767;0,744505209;2,603869984;0,009217772;0,033063175;TRUE;TRUE;FALSE
AT1G50050;6,566217333;2,40703414;0,925885748;2,59970968;0,009330266;0,033421577;TRUE;TRUE;FALSE
AT1G23590;4,95966011;-3,237812941;1,245755431;-2,599075919;0,00934751;0,03347332;TRUE;FALSE;TRUE
AT1G20150;22,11256858;-3,639016739;1,404549444;-2,590878345;0,009573133;0,034122919;TRUE;FALSE;TRUE
AT1G34095;4,947262723;-3,234527095;1,248911768;-2,589876386;0,00960104;0,034207102;TRUE;FALSE;TRUE
AT3G10000;11,33866248;-1,671666766;0,646072414;-2,58742941;0,009669501;0,034404897;TRUE;FALSE;TRUE
AT2G05330;14,68158774;1,5671579;0,606338309;2,584626234;0,009748461;0,034639474;TRUE;TRUE;FALSE
AT5G28520;14,41329455;1,523205231;0,591824119;2,573746457;0,010060397;0,035573503;TRUE;TRUE;FALSE
AT1G26790;5,069480186;-2,799975191;1,090605939;-2,567357365;0,010247694;0,036113006;TRUE;FALSE;TRUE
AT5G09550;6,161523112;-2,774808129;1,080981572;-2,566933796;0,01026022;0,036151822;TRUE;FALSE;TRUE
AT5G58050;6,286613183;-2,810679185;1,095981345;-2,564531958;0,010331506;0,036360154;TRUE;FALSE;TRUE
AT2G46970;16,29616354;-1,707634019;0,665860349;-2,564552795;0,010330886;0,036360154;TRUE;FALSE;TRUE
AT3G54800;4,922467947;-3,227888121;1,2595058;-2,562821165;0,010382551;0,036512938;TRUE;FALSE;TRUE
AT1G26720;6,989716098;-2,673618859;1,046280175;-2,555356512;0,010607909;0,037163413;TRUE;FALSE;TRUE
AT1G26700;13,88127348;1,663840644;0,651568066;2,55359452;0,010661734;0,037335578;TRUE;TRUE;FALSE
AT5G09805;8,087355926;-2,013230405;0,790922242;-2,545421406;0,010914593;0,038062602;TRUE;FALSE;TRUE
AT5G41763;8,110666536;2,049087542;0,805022924;2,545377878;0,010915954;0,038062602;TRUE;TRUE;FALSE
AT5G53592;8,143528706;-2,079033885;0,818125867;-2,541215194;0,011046791;0,038407874;TRUE;FALSE;TRUE
AT3G08165;9,018623277;-2,596603579;1,025061513;-2,533119765;0,011305232;0,039125065;TRUE;FALSE;TRUE
AT1G06990;4,772583102;-3,176628281;1,254980069;-2,531218113;0,011366714;0,039309407;TRUE;FALSE;TRUE
AT3G51070;5,376022917;-2,935000038;1,160449714;-2,529191918;0,011432549;0,039494348;TRUE;FALSE;TRUE
AT4G10160;13,15759348;-1,524634508;0,602821098;-2,529165807;0,0114334;0,039494348;TRUE;FALSE;TRUE
AT1G04580;8,073963209;-2,21313579;0,876059197;-2,526240005;0,011529069;0,039784601;TRUE;FALSE;TRUE
AT2G04070;9,853351679;1,891857937;0,749850572;2,522979922;0,011636504;0,040097497;TRUE;TRUE;FALSE
AT4G33810;6,312620759;2,321219988;0,924363299;2,511155507;0,012033667;0,041193096;TRUE;TRUE;FALSE
AT1G47620;6,332421182;2,341086908;0,933519335;2,507807627;0,012148278;0,041502281;TRUE;TRUE;FALSE
AT3G20580;4,747788327;-3,169759273;1,264632433;-2,506466851;0,012194449;0,041630287;TRUE;FALSE;TRUE
AT3G02810;6,191532702;-2,736134734;1,092006598;-2,505602749;0,012224288;0,041684577;TRUE;FALSE;TRUE
AT5G15140;10,68177834;-1,752009461;0,699597687;-2,504309968;0,012269049;0,041805753;TRUE;FALSE;TRUE
AT1G58225;4,293504772;-3,01536725;1,204763499;-2,50287069;0,012319054;0,041924043;TRUE;FALSE;TRUE
AT3G60966;4,289120339;-3,014123658;1,206413765;-2,498416169;0,012474964;0,04232217;TRUE;FALSE;TRUE
AT4G33720;4,289120339;-3,014123658;1,206413765;-2,498416169;0,012474964;0,04232217;TRUE;FALSE;TRUE
AT4G09960;5,874783004;-2,733981967;1,096445343;-2,4934959;0,012649205;0,042810077;TRUE;FALSE;TRUE
AT2G32620;5,346934521;2,744603078;1,100780504;2,493324572;0,01265531;0,042821291;TRUE;TRUE;FALSE
AT2G45685;7,018111948;-2,167208157;0,87013694;-2,490651824;0,012750901;0,043090749;TRUE;FALSE;TRUE
AT4G29250;4,735390939;-3,16627409;1,272219475;-2,488779768;0,012818234;0,043265836;TRUE;FALSE;TRUE
AT2G30670;5,913569838;-2,359016219;0,948663323;-2,486673789;0,012894357;0,043504361;TRUE;FALSE;TRUE
AT4G15480;10,98531996;-1,626015297;0,654884754;-2,482902964;0,013031658;0,043880953;TRUE;FALSE;TRUE
AT5G56880;8,882119564;-1,874522926;0,755649438;-2,480677985;0,013113278;0,044110617;TRUE;FALSE;TRUE
AT1G15625;7,280532164;-2,096233642;0,84614834;-2,477383151;0,013234974;0,044459178;TRUE;FALSE;TRUE
AT1G72110;4,627594019;-3,135437484;1,265670011;-2,4772946;0,013238258;0,044463967;TRUE;FALSE;TRUE
AT3G11480;5,809019351;-2,644075137;1,070378641;-2,470224121;0,013502843;0,045187674;TRUE;FALSE;TRUE
AT3G04510;8,277093454;-1,911941537;0,774721413;-2,467908472;0,013590506;0,045449253;TRUE;FALSE;TRUE
AT4G23496;11,26460485;-1,580076157;0,64235814;-2,459805609;0,013901229;0,046339366;TRUE;FALSE;TRUE
AT1G09623;4,155261401;-2,959114446;1,203397659;-2,45896643;0,013933765;0,046428414;TRUE;FALSE;TRUE
AT4G24260;12,25617178;-1,594191601;0,649213138;-2,455575077;0,014065937;0,046769544;TRUE;FALSE;TRUE
AT3G46660;9,882839031;-1,711181491;0,699359182;-2,446784905;0,014413683;0,047682161;TRUE;FALSE;TRUE
AT1G24520;5,282583507;-2,85700092;1,168513118;-2,444988315;0,014485683;0,047887235;TRUE;FALSE;TRUE
AT1G47370;5,157166007;-2,512296957;1,027868161;-2,444182098;0,014518097;0,047974498;TRUE;FALSE;TRUE
AT1G64795;6,867691244;2,224619551;0,912845575;2,437016306;0,014809012;0,048774111;TRUE;TRUE;FALSE
AT2G41810;7,798765577;2,195432929;0,901241807;2,436008751;0,014850325;0,048901665;TRUE;TRUE;FALSE
AT4G18940;8,682353562;-1,867085173;0,768153405;-2,430614979;0,015073223;0,049501175;TRUE;FALSE;TRUE
AT5G03620;4,378018744;-3,039909098;1,251473323;-2,429064241;0,01513785;0,049667102;TRUE;FALSE;TRUE
AT4G22475;9,987370565;-1,698098151;0,699214509;-2,428579683;0,015158094;0,049725283;TRUE;FALSE;TRUE
AT1G53620;5,218479876;-2,462077447;1,013924988;-2,428263902;0,015171299;0,049754917;TRUE;FALSE;TRUE
AT2G19330;4,856368489;-2,766763233;1,139715364;-2,427591416;0,015199456;0,049826803;TRUE;FALSE;TRUE
