GeneID;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;threshold_padj;Overexpressed;Underexpressed
AT5G04190;246,2883122;-1,99317338;0,200842562;-9,924058744;3,27E-23;3,33E-21;TRUE;FALSE;TRUE
AT4G21990;2054,491478;1,571562217;0,158370085;9,923352725;3,29E-23;3,34E-21;TRUE;TRUE;FALSE
AT5G24150;375,0393399;-1,710283172;0,172472968;-9,916238999;3,54E-23;3,57E-21;TRUE;FALSE;TRUE
AT3G12145;645,709585;-1,770598169;0,178678657;-9,909399365;3,79E-23;3,81E-21;TRUE;FALSE;TRUE
AT1G07050;67,18330395;-5,711614221;0,578274445;-9,876995728;5,24E-23;5,20E-21;TRUE;FALSE;TRUE
AT1G26770;195,5793356;-2,345097264;0,237539222;-9,87246335;5,48E-23;5,37E-21;TRUE;FALSE;TRUE
AT1G78970;591,2277991;-1,890711064;0,191498754;-9,873229078;5,44E-23;5,37E-21;TRUE;FALSE;TRUE
AT5G13320;70,98902289;-3,370363782;0,341388684;-9,87251171;5,48E-23;5,37E-21;TRUE;FALSE;TRUE
AT2G23000;175,1727301;-2,212226193;0,224378017;-9,859371347;6,24E-23;6,10E-21;TRUE;FALSE;TRUE
AT1G32920;480,9329965;-1,785382895;0,181123979;-9,85724203;6,38E-23;6,20E-21;TRUE;FALSE;TRUE
AT5G60530;156,662125;3,447580235;0,350541497;9,835013165;7,96E-23;7,70E-21;TRUE;TRUE;FALSE
AT1G03090;8632,285698;1,526380575;0,155521854;9,814572892;9,74E-23;9,40E-21;TRUE;TRUE;FALSE
AT4G24230;4238,731129;1,849286814;0,18846398;9,812415159;9,96E-23;9,56E-21;TRUE;TRUE;FALSE
AT1G06460;1286,539825;-1,632098291;0,166342663;-9,811663862;1,00E-22;9,58E-21;TRUE;FALSE;TRUE
AT5G39860;130,910066;-2,919849716;0,297596032;-9,811453777;1,01E-22;9,58E-21;TRUE;FALSE;TRUE
AT1G26945;233,3782231;-2,089806568;0,213105223;-9,806454005;1,06E-22;1,00E-20;TRUE;FALSE;TRUE
AT1G62540;228,7744975;-1,896977758;0,193740648;-9,791325576;1,23E-22;1,16E-20;TRUE;FALSE;TRUE
AT4G13840;520,7806755;-1,817884838;0,187115288;-9,715319659;2,59E-22;2,43E-20;TRUE;FALSE;TRUE
AT3G20395;74,81009994;-3,786534484;0,390104755;-9,70645559;2,83E-22;2,64E-20;TRUE;FALSE;TRUE
AT4G16515;191,9180747;-2,605219746;0,268739318;-9,694226239;3,19E-22;2,96E-20;TRUE;FALSE;TRUE
AT5G50450;328,4555235;-1,824499752;0,18827532;-9,690594364;3,31E-22;3,05E-20;TRUE;FALSE;TRUE
AT3G51660;141,1618356;-2,34321083;0,241894585;-9,686909004;3,43E-22;3,14E-20;TRUE;FALSE;TRUE
AT4G36220;452,6756745;-1,558245024;0,1608592;-9,687012129;3,42E-22;3,14E-20;TRUE;FALSE;TRUE
AT5G36220;140,0498776;-2,228430653;0,230348823;-9,674156888;3,88E-22;3,53E-20;TRUE;FALSE;TRUE
AT2G22500;138,8947116;-2,406612126;0,24878505;-9,673459595;3,91E-22;3,54E-20;TRUE;FALSE;TRUE
AT5G52320;72,45755613;-3,415866726;0,353553838;-9,661517882;4,39E-22;3,97E-20;TRUE;FALSE;TRUE
AT1G06360;335,4901454;-1,900465742;0,196810369;-9,656329338;4,62E-22;4,16E-20;TRUE;FALSE;TRUE
AT2G40610;613,7020232;-1,596719104;0,165456731;-9,650372626;4,90E-22;4,37E-20;TRUE;FALSE;TRUE
AT5G44580;451,712254;-2,148657542;0,222983462;-9,63595023;5,64E-22;5,01E-20;TRUE;FALSE;TRUE
AT4G17500;462,7648607;-1,712840176;0,178071504;-9,618833645;6,66E-22;5,90E-20;TRUE;FALSE;TRUE
AT3G56400;198,932765;-2,092842873;0,217779303;-9,60992546;7,26E-22;6,41E-20;TRUE;FALSE;TRUE
AT3G53800;568,8515366;-2,027952497;0,211311391;-9,59698616;8,23E-22;7,24E-20;TRUE;FALSE;TRUE
AT1G06160;56,909563;-3,947526228;0,411998067;-9,581419302;9,57E-22;8,39E-20;TRUE;FALSE;TRUE
AT2G29300;379,2197345;-1,928826563;0,201617403;-9,566766256;1,10E-21;9,63E-20;TRUE;FALSE;TRUE
AT5G61520;216,0975397;-2,123046535;0,222086952;-9,559528445;1,18E-21;1,02E-19;TRUE;FALSE;TRUE
AT1G02820;201,2992455;-2,241784106;0,234719252;-9,550917067;1,29E-21;1,11E-19;TRUE;FALSE;TRUE
AT4G33220;631,1688588;-1,534094056;0,160944129;-9,531842272;1,55E-21;1,32E-19;TRUE;FALSE;TRUE
AT1G73500;391,3054151;-1,645571224;0,173011391;-9,511346125;1,88E-21;1,61E-19;TRUE;FALSE;TRUE
AT2G44290;155,9127344;-2,208570969;0,233172071;-9,471850385;2,75E-21;2,33E-19;TRUE;FALSE;TRUE
AT5G24420;680,3080421;-1,929043477;0,203704779;-9,46979979;2,80E-21;2,36E-19;TRUE;FALSE;TRUE
AT1G03457;352,9557993;1,586150069;0,167945172;9,444451702;3,57E-21;3,00E-19;TRUE;TRUE;FALSE
AT5G59680;59,03397606;-3,640108942;0,386511389;-9,417856868;4,60E-21;3,84E-19;TRUE;FALSE;TRUE
AT5G24210;313,6283637;-1,841481377;0,195597677;-9,414638268;4,75E-21;3,94E-19;TRUE;FALSE;TRUE
AT4G27652;130,1699028;-2,816494845;0,300012505;-9,387924838;6,12E-21;5,07E-19;TRUE;FALSE;TRUE
AT1G13260;616,6067122;-1,562347933;0,167274993;-9,339996987;9,63E-21;7,87E-19;TRUE;FALSE;TRUE
AT4G29780;171,7485149;-1,930779948;0,206737068;-9,339302177;9,70E-21;7,89E-19;TRUE;FALSE;TRUE
AT1G72260;82,33551579;-4,095337995;0,43906069;-9,32749866;1,08E-20;8,73E-19;TRUE;FALSE;TRUE
AT2G36870;158,6802644;-1,983190526;0,213252382;-9,299734457;1,41E-20;1,13E-18;TRUE;FALSE;TRUE
AT4G34410;54,5391813;-5,399967359;0,582766334;-9,266093533;1,93E-20;1,54E-18;TRUE;FALSE;TRUE
AT5G15950;235,2150098;-1,759518961;0,190954343;-9,214343756;3,13E-20;2,49E-18;TRUE;FALSE;TRUE
